uniqueid,thumbnail_count,visit_count,play_count,impression_count,event_count_avon_on,event_count_cilt,event_count_finished,event_count_makyaj,event_count_parfum,event_count_replay,event_count_siparis,first_thumbnail_at,last_thumbnail_at,first_visited_at,last_visited_at,first_played_at,last_played_at,first_impression_at,last_impression_at,first_received_at_avon_on,last_received_at_avon_on,first_received_at_cilt,last_received_at_cilt,first_received_at_finished,last_received_at_finished,first_received_at_makyaj,last_received_at_makyaj,first_received_at_parfum,last_received_at_parfum,first_received_at_replay,last_received_at_replay,first_received_at_siparis,last_received_at_siparis
X001,,30,20,20,2,5,4,6,5,,,,,2025-03-06 17:00:00,2025-03-08 9:00:00,2025-03-06 17:00:00,2025-03-08 0:00:00,2025-03-06 17:00:00,2025-03-08 0:00:00,2025-03-06 18:00:00,2025-03-07 8:00:00,2025-03-07 8:00:00,2025-03-07 13:00:00,2025-03-06 18:00:00,2025-03-07 13:00:00,2025-03-06 18:00:00,2025-03-07 14:00:00,2025-03-07 8:00:00,2025-03-07 14:00:00,,,,
33560248,,1,1,1,,1,,1,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,
19829873,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
15665173,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
2167983,,4,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-08 13:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
28849027,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
19832101,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
23010002,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
70916397,,1,1,1,,,1,1,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,
5693967,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
70918164,,1,1,1,,,,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
28836826,,2,2,2,,1,1,1,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,
30881686,,1,1,1,,,,1,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,
5718759,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
70918601,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
5721576,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70920103,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
23029289,1,3,2,2,,,,1,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-08 10:00:00,2025-03-07 9:00:00,2025-03-08 10:00:00,2025-03-07 9:00:00,2025-03-08 10:00:00,,,,,,,2025-03-08 10:00:00,2025-03-08 10:00:00,,,,,,
70921366,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
15604434,,1,1,1,,,,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
12597001,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70922343,,2,2,2,,,,,,,,,,2025-03-07 9:00:00,2025-03-08 10:00:00,2025-03-07 9:00:00,2025-03-08 10:00:00,2025-03-07 9:00:00,2025-03-08 10:00:00,,,,,,,,,,,,,,
5771971,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70923773,,2,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 13:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
12563427,,1,1,1,,1,1,,,,1,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00
5833230,,2,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-10 23:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
22496299,,1,1,1,,1,1,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,
70925285,,2,2,2,,,1,1,,,,,,2025-03-07 9:00:00,2025-03-09 20:00:00,2025-03-07 9:00:00,2025-03-09 20:00:00,2025-03-07 9:00:00,2025-03-09 20:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,
70925427,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
70925474,,1,2,2,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
12550411,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
30870245,,1,1,1,,1,1,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,
70926711,,2,2,2,,1,2,,1,,1,,,2025-03-07 9:00:00,2025-03-07 10:00:00,2025-03-07 9:00:00,2025-03-07 10:00:00,2025-03-07 10:00:00,2025-03-07 10:00:00,,,2025-03-07 10:00:00,2025-03-07 10:00:00,2025-03-07 10:00:00,2025-03-07 10:00:00,,,2025-03-07 10:00:00,2025-03-07 10:00:00,,,2025-03-07 10:00:00,2025-03-07 10:00:00
28789082,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70927570,,1,1,1,,,,1,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,
5839501,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70928425,,1,1,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 10:00:00,2025-03-07 10:00:00,,,,,,,,,,,,,,,,
17178068,,1,1,1,,,,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
18416969,1,1,1,1,,,,,,,,2025-03-07 10:00:00,2025-03-07 10:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70929345,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
16987610,1,1,1,1,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
32343785,,7,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-11 22:00:00,,,,,,,,,,,,,,,,,,
33432267,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
70930080,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
3234707,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
1745702,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70930547,1,4,1,1,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-08 22:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
2862965,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
28572809,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
32206154,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
15599038,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
12353927,,1,1,1,,,1,,1,,1,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 10:00:00,2025-03-07 10:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 10:00:00,2025-03-07 10:00:00
70931799,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70932300,,2,2,2,,1,2,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
33432938,,1,1,1,,1,1,,,1,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,
28459858,,1,1,1,,,,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
28452466,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 10:00:00,2025-03-07 10:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
70933492,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
12344620,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
33181030,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
17742824,1,1,1,1,,1,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,
18618934,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
70934566,1,1,1,1,,,1,,1,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
5973678,,1,1,1,,1,1,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,
12302960,,4,4,4,,1,4,1,2,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
15588022,,1,1,1,1,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
70935147,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
70935152,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70935322,,2,1,1,,,,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
30733227,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70935758,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
70935865,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70936210,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
22509722,,2,2,2,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 10:00:00,2025-03-07 9:00:00,2025-03-07 10:00:00,2025-03-07 9:00:00,2025-03-07 10:00:00,,,,,,,,,,,,,,
28417725,,3,3,3,,1,1,,1,,1,,,2025-03-07 9:00:00,2025-03-07 10:00:00,2025-03-07 9:00:00,2025-03-07 10:00:00,2025-03-07 9:00:00,2025-03-07 10:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 10:00:00,2025-03-07 10:00:00,,,2025-03-07 10:00:00,2025-03-07 10:00:00,,,2025-03-07 10:00:00,2025-03-07 10:00:00
70937228,1,1,1,1,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70937268,,3,3,3,,,1,1,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
70937805,,1,1,1,,1,2,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
6012796,,2,2,2,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
23986723,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
70938256,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
23064999,,1,1,1,,,,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
33573292,,1,1,1,,2,4,1,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
70938695,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
28367791,,2,1,1,,1,2,,1,1,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,
28349560,1,7,1,1,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-11 11:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
20061145,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
28282164,1,1,1,1,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
28255530,,3,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-11 8:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70940595,,1,1,1,,,,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
16586795,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
32711843,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70941122,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
28195040,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
20890920,,4,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-08 9:00:00,,,,,,,,,,,,,,,,,,
30712591,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70941842,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
6132300,1,1,1,1,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
28165199,1,1,1,1,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
1223986,,1,1,1,,,,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
70942876,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
22532887,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
23118790,,1,1,1,,1,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,
28131457,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
